,survived,pclass,sex,sibsp,parch,fare,class,who,adult_male,alive,alone
501,0,3,female,0,0,7.75,Third,woman,False,no,True
502,0,3,female,0,0,7.6292,Third,woman,False,no,True
503,0,3,female,0,0,9.5875,Third,woman,False,no,True
504,1,1,female,0,0,86.5,First,woman,False,yes,True
505,0,1,male,1,0,108.9,First,man,True,no,False
506,1,2,female,0,2,26.0,Second,woman,False,yes,False
507,1,1,male,0,0,26.55,First,man,True,yes,True
508,0,3,male,0,0,22.525,Third,man,True,no,True
509,1,3,male,0,0,56.4958,Third,man,True,yes,True
510,1,3,male,0,0,7.75,Third,man,True,yes,True
511,0,3,male,0,0,8.05,Third,man,True,no,True
512,1,1,male,0,0,26.2875,First,man,True,yes,True
513,1,1,female,1,0,59.4,First,woman,False,yes,False
514,0,3,male,0,0,7.4958,Third,man,True,no,True
515,0,1,male,0,0,34.0208,First,man,True,no,True
516,1,2,female,0,0,10.5,Second,woman,False,yes,True
517,0,3,male,0,0,24.15,Third,man,True,no,True
518,1,2,female,1,0,26.0,Second,woman,False,yes,False
519,0,3,male,0,0,7.8958,Third,man,True,no,True
520,1,1,female,0,0,93.5,First,woman,False,yes,True
521,0,3,male,0,0,7.8958,Third,man,True,no,True
522,0,3,male,0,0,7.225,Third,man,True,no,True
523,1,1,female,0,1,57.9792,First,woman,False,yes,False
524,0,3,male,0,0,7.2292,Third,man,True,no,True
525,0,3,male,0,0,7.75,Third,man,True,no,True
526,1,2,female,0,0,10.5,Second,woman,False,yes,True
527,0,1,male,0,0,221.7792,First,man,True,no,True
528,0,3,male,0,0,7.925,Third,man,True,no,True
529,0,2,male,2,1,11.5,Second,man,True,no,False
530,1,2,female,1,1,26.0,Second,child,False,yes,False
531,0,3,male,0,0,7.2292,Third,man,True,no,True
532,0,3,male,1,1,7.2292,Third,man,True,no,False
533,1,3,female,0,2,22.3583,Third,woman,False,yes,False
534,0,3,female,0,0,8.6625,Third,woman,False,no,True
535,1,2,female,0,2,26.25,Second,child,False,yes,False
536,0,1,male,0,0,26.55,First,man,True,no,True
537,1,1,female,0,0,106.425,First,woman,False,yes,True
538,0,3,male,0,0,14.5,Third,man,True,no,True
539,1,1,female,0,2,49.5,First,woman,False,yes,False
540,1,1,female,0,2,71.0,First,woman,False,yes,False
541,0,3,female,4,2,31.275,Third,child,False,no,False
542,0,3,female,4,2,31.275,Third,child,False,no,False
543,1,2,male,1,0,26.0,Second,man,True,yes,False
544,0,1,male,1,0,106.425,First,man,True,no,False
545,0,1,male,0,0,26.0,First,man,True,no,True
546,1,2,female,1,0,26.0,Second,woman,False,yes,False
547,1,2,male,0,0,13.8625,Second,man,True,yes,True
548,0,3,male,1,1,20.525,Third,man,True,no,False
549,1,2,male,1,1,36.75,Second,child,False,yes,False
550,1,1,male,0,2,110.8833,First,man,True,yes,False
551,0,2,male,0,0,26.0,Second,man,True,no,True
552,0,3,male,0,0,7.8292,Third,man,True,no,True
553,1,3,male,0,0,7.225,Third,man,True,yes,True
554,1,3,female,0,0,7.775,Third,woman,False,yes,True
555,0,1,male,0,0,26.55,First,man,True,no,True
556,1,1,female,1,0,39.6,First,woman,False,yes,False
557,0,1,male,0,0,227.525,First,man,True,no,True
558,1,1,female,1,1,79.65,First,woman,False,yes,False
559,1,3,female,1,0,17.4,Third,woman,False,yes,False
560,0,3,male,0,0,7.75,Third,man,True,no,True
561,0,3,male,0,0,7.8958,Third,man,True,no,True
562,0,2,male,0,0,13.5,Second,man,True,no,True
563,0,3,male,0,0,8.05,Third,man,True,no,True
564,0,3,female,0,0,8.05,Third,woman,False,no,True
565,0,3,male,2,0,24.15,Third,man,True,no,False
566,0,3,male,0,0,7.8958,Third,man,True,no,True
567,0,3,female,0,4,21.075,Third,woman,False,no,False
568,0,3,male,0,0,7.2292,Third,man,True,no,True
569,1,3,male,0,0,7.8542,Third,man,True,yes,True
570,1,2,male,0,0,10.5,Second,man,True,yes,True
571,1,1,female,2,0,51.4792,First,woman,False,yes,False
572,1,1,male,0,0,26.3875,First,man,True,yes,True
573,1,3,female,0,0,7.75,Third,woman,False,yes,True
574,0,3,male,0,0,8.05,Third,man,True,no,True
575,0,3,male,0,0,14.5,Third,man,True,no,True
576,1,2,female,0,0,13.0,Second,woman,False,yes,True
577,1,1,female,1,0,55.9,First,woman,False,yes,False
578,0,3,female,1,0,14.4583,Third,woman,False,no,False
579,1,3,male,0,0,7.925,Third,man,True,yes,True
580,1,2,female,1,1,30.0,Second,woman,False,yes,False
581,1,1,female,1,1,110.8833,First,woman,False,yes,False
582,0,2,male,0,0,26.0,Second,man,True,no,True
583,0,1,male,0,0,40.125,First,man,True,no,True
584,0,3,male,0,0,8.7125,Third,man,True,no,True
585,1,1,female,0,2,79.65,First,woman,False,yes,False
586,0,2,male,0,0,15.0,Second,man,True,no,True
587,1,1,male,1,1,79.2,First,man,True,yes,False
588,0,3,male,0,0,8.05,Third,man,True,no,True
589,0,3,male,0,0,8.05,Third,man,True,no,True
590,0,3,male,0,0,7.125,Third,man,True,no,True
591,1,1,female,1,0,78.2667,First,woman,False,yes,False
592,0,3,male,0,0,7.25,Third,man,True,no,True
593,0,3,female,0,2,7.75,Third,woman,False,no,False
594,0,2,male,1,0,26.0,Second,man,True,no,False
595,0,3,male,1,1,24.15,Third,man,True,no,False
596,1,2,female,0,0,33.0,Second,woman,False,yes,True
597,0,3,male,0,0,0.0,Third,man,True,no,True
598,0,3,male,0,0,7.225,Third,man,True,no,True
599,1,1,male,1,0,56.9292,First,man,True,yes,False
600,1,2,female,2,1,27.0,Second,woman,False,yes,False
601,0,3,male,0,0,7.8958,Third,man,True,no,True
602,0,1,male,0,0,42.4,First,man,True,no,True
603,0,3,male,0,0,8.05,Third,man,True,no,True
604,1,1,male,0,0,26.55,First,man,True,yes,True
605,0,3,male,1,0,15.55,Third,man,True,no,False
606,0,3,male,0,0,7.8958,Third,man,True,no,True
607,1,1,male,0,0,30.5,First,man,True,yes,True
608,1,2,female,1,2,41.5792,Second,woman,False,yes,False
609,1,1,female,0,0,153.4625,First,woman,False,yes,True
610,0,3,female,1,5,31.275,Third,woman,False,no,False
611,0,3,male,0,0,7.05,Third,man,True,no,True
612,1,3,female,1,0,15.5,Third,woman,False,yes,False
613,0,3,male,0,0,7.75,Third,man,True,no,True
614,0,3,male,0,0,8.05,Third,man,True,no,True
615,1,2,female,1,2,65.0,Second,woman,False,yes,False
616,0,3,male,1,1,14.4,Third,man,True,no,False
617,0,3,female,1,0,16.1,Third,woman,False,no,False
618,1,2,female,2,1,39.0,Second,child,False,yes,False
619,0,2,male,0,0,10.5,Second,man,True,no,True
620,0,3,male,1,0,14.4542,Third,man,True,no,False
621,1,1,male,1,0,52.5542,First,man,True,yes,False
622,1,3,male,1,1,15.7417,Third,man,True,yes,False
623,0,3,male,0,0,7.8542,Third,man,True,no,True
624,0,3,male,0,0,16.1,Third,man,True,no,True
625,0,1,male,0,0,32.3208,First,man,True,no,True
626,0,2,male,0,0,12.35,Second,man,True,no,True
627,1,1,female,0,0,77.9583,First,woman,False,yes,True
628,0,3,male,0,0,7.8958,Third,man,True,no,True
629,0,3,male,0,0,7.7333,Third,man,True,no,True
630,1,1,male,0,0,30.0,First,man,True,yes,True
631,0,3,male,0,0,7.0542,Third,man,True,no,True
632,1,1,male,0,0,30.5,First,man,True,yes,True
633,0,1,male,0,0,0.0,First,man,True,no,True
634,0,3,female,3,2,27.9,Third,child,False,no,False
635,1,2,female,0,0,13.0,Second,woman,False,yes,True
636,0,3,male,0,0,7.925,Third,man,True,no,True
637,0,2,male,1,1,26.25,Second,man,True,no,False
638,0,3,female,0,5,39.6875,Third,woman,False,no,False
639,0,3,male,1,0,16.1,Third,man,True,no,False
640,0,3,male,0,0,7.8542,Third,man,True,no,True
641,1,1,female,0,0,69.3,First,woman,False,yes,True
642,0,3,female,3,2,27.9,Third,child,False,no,False
643,1,3,male,0,0,56.4958,Third,man,True,yes,True
644,1,3,female,2,1,19.2583,Third,child,False,yes,False
645,1,1,male,1,0,76.7292,First,man,True,yes,False
646,0,3,male,0,0,7.8958,Third,man,True,no,True
647,1,1,male,0,0,35.5,First,man,True,yes,True
648,0,3,male,0,0,7.55,Third,man,True,no,True
649,1,3,female,0,0,7.55,Third,woman,False,yes,True
650,0,3,male,0,0,7.8958,Third,man,True,no,True
651,1,2,female,0,1,23.0,Second,woman,False,yes,False
652,0,3,male,0,0,8.4333,Third,man,True,no,True
653,1,3,female,0,0,7.8292,Third,woman,False,yes,True
654,0,3,female,0,0,6.75,Third,woman,False,no,True
655,0,2,male,2,0,73.5,Second,man,True,no,False
656,0,3,male,0,0,7.8958,Third,man,True,no,True
657,0,3,female,1,1,15.5,Third,woman,False,no,False
658,0,2,male,0,0,13.0,Second,man,True,no,True
659,0,1,male,0,2,113.275,First,man,True,no,False
660,1,1,male,2,0,133.65,First,man,True,yes,False
661,0,3,male,0,0,7.225,Third,man,True,no,True
662,0,1,male,0,0,25.5875,First,man,True,no,True
663,0,3,male,0,0,7.4958,Third,man,True,no,True
664,1,3,male,1,0,7.925,Third,man,True,yes,False
665,0,2,male,2,0,73.5,Second,man,True,no,False
666,0,2,male,0,0,13.0,Second,man,True,no,True
667,0,3,male,0,0,7.775,Third,man,True,no,True
668,0,3,male,0,0,8.05,Third,man,True,no,True
669,1,1,female,1,0,52.0,First,woman,False,yes,False
670,1,2,female,1,1,39.0,Second,woman,False,yes,False
671,0,1,male,1,0,52.0,First,man,True,no,False
672,0,2,male,0,0,10.5,Second,man,True,no,True
673,1,2,male,0,0,13.0,Second,man,True,yes,True
674,0,2,male,0,0,0.0,Second,man,True,no,True
675,0,3,male,0,0,7.775,Third,man,True,no,True
676,0,3,male,0,0,8.05,Third,man,True,no,True
677,1,3,female,0,0,9.8417,Third,woman,False,yes,True
678,0,3,female,1,6,46.9,Third,woman,False,no,False
679,1,1,male,0,1,512.3292,First,man,True,yes,False
680,0,3,female,0,0,8.1375,Third,woman,False,no,True
681,1,1,male,0,0,76.7292,First,man,True,yes,True
682,0,3,male,0,0,9.225,Third,man,True,no,True
683,0,3,male,5,2,46.9,Third,child,False,no,False
684,0,2,male,1,1,39.0,Second,man,True,no,False
685,0,2,male,1,2,41.5792,Second,man,True,no,False
686,0,3,male,4,1,39.6875,Third,child,False,no,False
687,0,3,male,0,0,10.1708,Third,man,True,no,True
688,0,3,male,0,0,7.7958,Third,man,True,no,True
689,1,1,female,0,1,211.3375,First,child,False,yes,False
690,1,1,male,1,0,57.0,First,man,True,yes,False
691,1,3,female,0,1,13.4167,Third,child,False,yes,False
692,1,3,male,0,0,56.4958,Third,man,True,yes,True
693,0,3,male,0,0,7.225,Third,man,True,no,True
694,0,1,male,0,0,26.55,First,man,True,no,True
695,0,2,male,0,0,13.5,Second,man,True,no,True
696,0,3,male,0,0,8.05,Third,man,True,no,True
697,1,3,female,0,0,7.7333,Third,woman,False,yes,True
698,0,1,male,1,1,110.8833,First,man,True,no,False
699,0,3,male,0,0,7.65,Third,man,True,no,True
700,1,1,female,1,0,227.525,First,woman,False,yes,False
701,1,1,male,0,0,26.2875,First,man,True,yes,True
702,0,3,female,0,1,14.4542,Third,woman,False,no,False
703,0,3,male,0,0,7.7417,Third,man,True,no,True
704,0,3,male,1,0,7.8542,Third,man,True,no,False
705,0,2,male,0,0,26.0,Second,man,True,no,True
706,1,2,female,0,0,13.5,Second,woman,False,yes,True
707,1,1,male,0,0,26.2875,First,man,True,yes,True
708,1,1,female,0,0,151.55,First,woman,False,yes,True
709,1,3,male,1,1,15.2458,Third,man,True,yes,False
710,1,1,female,0,0,49.5042,First,woman,False,yes,True
711,0,1,male,0,0,26.55,First,man,True,no,True
712,1,1,male,1,0,52.0,First,man,True,yes,False
713,0,3,male,0,0,9.4833,Third,man,True,no,True
714,0,2,male,0,0,13.0,Second,man,True,no,True
715,0,3,male,0,0,7.65,Third,man,True,no,True
716,1,1,female,0,0,227.525,First,woman,False,yes,True
717,1,2,female,0,0,10.5,Second,woman,False,yes,True
718,0,3,male,0,0,15.5,Third,man,True,no,True
719,0,3,male,0,0,7.775,Third,man,True,no,True
720,1,2,female,0,1,33.0,Second,child,False,yes,False
721,0,3,male,1,0,7.0542,Third,man,True,no,False
722,0,2,male,0,0,13.0,Second,man,True,no,True
723,0,2,male,0,0,13.0,Second,man,True,no,True
724,1,1,male,1,0,53.1,First,man,True,yes,False
725,0,3,male,0,0,8.6625,Third,man,True,no,True
726,1,2,female,3,0,21.0,Second,woman,False,yes,False
727,1,3,female,0,0,7.7375,Third,woman,False,yes,True
728,0,2,male,1,0,26.0,Second,man,True,no,False
729,0,3,female,1,0,7.925,Third,woman,False,no,False
730,1,1,female,0,0,211.3375,First,woman,False,yes,True
731,0,3,male,0,0,18.7875,Third,child,False,no,True
732,0,2,male,0,0,0.0,Second,man,True,no,True
733,0,2,male,0,0,13.0,Second,man,True,no,True
734,0,2,male,0,0,13.0,Second,man,True,no,True
735,0,3,male,0,0,16.1,Third,man,True,no,True
736,0,3,female,1,3,34.375,Third,woman,False,no,False
737,1,1,male,0,0,512.3292,First,man,True,yes,True
738,0,3,male,0,0,7.8958,Third,man,True,no,True
739,0,3,male,0,0,7.8958,Third,man,True,no,True
740,1,1,male,0,0,30.0,First,man,True,yes,True
741,0,1,male,1,0,78.85,First,man,True,no,False
742,1,1,female,2,2,262.375,First,woman,False,yes,False
743,0,3,male,1,0,16.1,Third,man,True,no,False
744,1,3,male,0,0,7.925,Third,man,True,yes,True
745,0,1,male,1,1,71.0,First,man,True,no,False
746,0,3,male,1,1,20.25,Third,man,True,no,False
747,1,2,female,0,0,13.0,Second,woman,False,yes,True
748,0,1,male,1,0,53.1,First,man,True,no,False
749,0,3,male,0,0,7.75,Third,man,True,no,True
750,1,2,female,1,1,23.0,Second,child,False,yes,False
751,1,3,male,0,1,12.475,Third,child,False,yes,False
752,0,3,male,0,0,9.5,Third,man,True,no,True
753,0,3,male,0,0,7.8958,Third,man,True,no,True
754,1,2,female,1,2,65.0,Second,woman,False,yes,False
755,1,2,male,1,1,14.5,Second,child,False,yes,False
756,0,3,male,0,0,7.7958,Third,man,True,no,True
757,0,2,male,0,0,11.5,Second,man,True,no,True
758,0,3,male,0,0,8.05,Third,man,True,no,True
759,1,1,female,0,0,86.5,First,woman,False,yes,True
760,0,3,male,0,0,14.5,Third,man,True,no,True
761,0,3,male,0,0,7.125,Third,man,True,no,True
762,1,3,male,0,0,7.2292,Third,man,True,yes,True
763,1,1,female,1,2,120.0,First,woman,False,yes,False
764,0,3,male,0,0,7.775,Third,man,True,no,True
765,1,1,female,1,0,77.9583,First,woman,False,yes,False
766,0,1,male,0,0,39.6,First,man,True,no,True
767,0,3,female,0,0,7.75,Third,woman,False,no,True
768,0,3,male,1,0,24.15,Third,man,True,no,False
769,0,3,male,0,0,8.3625,Third,man,True,no,True
770,0,3,male,0,0,9.5,Third,man,True,no,True
771,0,3,male,0,0,7.8542,Third,man,True,no,True
772,0,2,female,0,0,10.5,Second,woman,False,no,True
773,0,3,male,0,0,7.225,Third,man,True,no,True
774,1,2,female,1,3,23.0,Second,woman,False,yes,False
775,0,3,male,0,0,7.75,Third,man,True,no,True
776,0,3,male,0,0,7.75,Third,man,True,no,True
777,1,3,female,0,0,12.475,Third,child,False,yes,True
778,0,3,male,0,0,7.7375,Third,man,True,no,True
779,1,1,female,0,1,211.3375,First,woman,False,yes,False
780,1,3,female,0,0,7.2292,Third,child,False,yes,True
781,1,1,female,1,0,57.0,First,woman,False,yes,False
782,0,1,male,0,0,30.0,First,man,True,no,True
783,0,3,male,1,2,23.45,Third,man,True,no,False
784,0,3,male,0,0,7.05,Third,man,True,no,True
785,0,3,male,0,0,7.25,Third,man,True,no,True
786,1,3,female,0,0,7.4958,Third,woman,False,yes,True
787,0,3,male,4,1,29.125,Third,child,False,no,False
788,1,3,male,1,2,20.575,Third,child,False,yes,False
789,0,1,male,0,0,79.2,First,man,True,no,True
790,0,3,male,0,0,7.75,Third,man,True,no,True
791,0,2,male,0,0,26.0,Second,man,True,no,True
792,0,3,female,8,2,69.55,Third,woman,False,no,False
793,0,1,male,0,0,30.6958,First,man,True,no,True
794,0,3,male,0,0,7.8958,Third,man,True,no,True
795,0,2,male,0,0,13.0,Second,man,True,no,True
796,1,1,female,0,0,25.9292,First,woman,False,yes,True
797,1,3,female,0,0,8.6833,Third,woman,False,yes,True
798,0,3,male,0,0,7.2292,Third,man,True,no,True
799,0,3,female,1,1,24.15,Third,woman,False,no,False
800,0,2,male,0,0,13.0,Second,man,True,no,True
801,1,2,female,1,1,26.25,Second,woman,False,yes,False
802,1,1,male,1,2,120.0,First,child,False,yes,False
803,1,3,male,0,1,8.5167,Third,child,False,yes,False
804,1,3,male,0,0,6.975,Third,man,True,yes,True
805,0,3,male,0,0,7.775,Third,man,True,no,True
806,0,1,male,0,0,0.0,First,man,True,no,True
807,0,3,female,0,0,7.775,Third,woman,False,no,True
808,0,2,male,0,0,13.0,Second,man,True,no,True
809,1,1,female,1,0,53.1,First,woman,False,yes,False
810,0,3,male,0,0,7.8875,Third,man,True,no,True
811,0,3,male,0,0,24.15,Third,man,True,no,True
812,0,2,male,0,0,10.5,Second,man,True,no,True
813,0,3,female,4,2,31.275,Third,child,False,no,False
814,0,3,male,0,0,8.05,Third,man,True,no,True
815,0,1,male,0,0,0.0,First,man,True,no,True
816,0,3,female,0,0,7.925,Third,woman,False,no,True
817,0,2,male,1,1,37.0042,Second,man,True,no,False
818,0,3,male,0,0,6.45,Third,man,True,no,True
819,0,3,male,3,2,27.9,Third,child,False,no,False
820,1,1,female,1,1,93.5,First,woman,False,yes,False
821,1,3,male,0,0,8.6625,Third,man,True,yes,True
822,0,1,male,0,0,0.0,First,man,True,no,True
823,1,3,female,0,1,12.475,Third,woman,False,yes,False
824,0,3,male,4,1,39.6875,Third,child,False,no,False
825,0,3,male,0,0,6.95,Third,man,True,no,True
826,0,3,male,0,0,56.4958,Third,man,True,no,True
827,1,2,male,0,2,37.0042,Second,child,False,yes,False
828,1,3,male,0,0,7.75,Third,man,True,yes,True
829,1,1,female,0,0,80.0,First,woman,False,yes,True
830,1,3,female,1,0,14.4542,Third,child,False,yes,False
831,1,2,male,1,1,18.75,Second,child,False,yes,False
832,0,3,male,0,0,7.2292,Third,man,True,no,True
833,0,3,male,0,0,7.8542,Third,man,True,no,True
834,0,3,male,0,0,8.3,Third,man,True,no,True
835,1,1,female,1,1,83.1583,First,woman,False,yes,False
836,0,3,male,0,0,8.6625,Third,man,True,no,True
837,0,3,male,0,0,8.05,Third,man,True,no,True
838,1,3,male,0,0,56.4958,Third,man,True,yes,True
839,1,1,male,0,0,29.7,First,man,True,yes,True
840,0,3,male,0,0,7.925,Third,man,True,no,True
841,0,2,male,0,0,10.5,Second,man,True,no,True
842,1,1,female,0,0,31.0,First,woman,False,yes,True
843,0,3,male,0,0,6.4375,Third,man,True,no,True
844,0,3,male,0,0,8.6625,Third,man,True,no,True
845,0,3,male,0,0,7.55,Third,man,True,no,True
846,0,3,male,8,2,69.55,Third,man,True,no,False
847,0,3,male,0,0,7.8958,Third,man,True,no,True
848,0,2,male,0,1,33.0,Second,man,True,no,False
849,1,1,female,1,0,89.1042,First,woman,False,yes,False
850,0,3,male,4,2,31.275,Third,child,False,no,False
851,0,3,male,0,0,7.775,Third,man,True,no,True
852,0,3,female,1,1,15.2458,Third,child,False,no,False
853,1,1,female,0,1,39.4,First,woman,False,yes,False
854,0,2,female,1,0,26.0,Second,woman,False,no,False
855,1,3,female,0,1,9.35,Third,woman,False,yes,False
856,1,1,female,1,1,164.8667,First,woman,False,yes,False
857,1,1,male,0,0,26.55,First,man,True,yes,True
858,1,3,female,0,3,19.2583,Third,woman,False,yes,False
859,0,3,male,0,0,7.2292,Third,man,True,no,True
860,0,3,male,2,0,14.1083,Third,man,True,no,False
861,0,2,male,1,0,11.5,Second,man,True,no,False
862,1,1,female,0,0,25.9292,First,woman,False,yes,True
863,0,3,female,8,2,69.55,Third,woman,False,no,False
864,0,2,male,0,0,13.0,Second,man,True,no,True
865,1,2,female,0,0,13.0,Second,woman,False,yes,True
866,1,2,female,1,0,13.8583,Second,woman,False,yes,False
867,0,1,male,0,0,50.4958,First,man,True,no,True
868,0,3,male,0,0,9.5,Third,man,True,no,True
869,1,3,male,1,1,11.1333,Third,child,False,yes,False
870,0,3,male,0,0,7.8958,Third,man,True,no,True
871,1,1,female,1,1,52.5542,First,woman,False,yes,False
872,0,1,male,0,0,5.0,First,man,True,no,True
873,0,3,male,0,0,9.0,Third,man,True,no,True
874,1,2,female,1,0,24.0,Second,woman,False,yes,False
875,1,3,female,0,0,7.225,Third,child,False,yes,True
876,0,3,male,0,0,9.8458,Third,man,True,no,True
877,0,3,male,0,0,7.8958,Third,man,True,no,True
878,0,3,male,0,0,7.8958,Third,man,True,no,True
879,1,1,female,0,1,83.1583,First,woman,False,yes,False
880,1,2,female,0,1,26.0,Second,woman,False,yes,False
881,0,3,male,0,0,7.8958,Third,man,True,no,True
882,0,3,female,0,0,10.5167,Third,woman,False,no,True
883,0,2,male,0,0,10.5,Second,man,True,no,True
884,0,3,male,0,0,7.05,Third,man,True,no,True
885,0,3,female,0,5,29.125,Third,woman,False,no,False
886,0,2,male,0,0,13.0,Second,man,True,no,True
887,1,1,female,0,0,30.0,First,woman,False,yes,True
888,0,3,female,1,2,23.45,Third,woman,False,no,False
889,1,1,male,0,0,30.0,First,man,True,yes,True
890,0,3,male,0,0,7.75,Third,man,True,no,True
